idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
123133554,FF GRADE BOMBE CURVA ESTREITA 80 X 08 CM *,GERAL,GERAL,P.E.,"FF GRADE BOMBE CURVA ESTREITA 80 X 08 CM. Uma grade de bombeamento com design curvo e estreito, adequada para instalações com espaço limitado.",Dimensões: 80 cm de comprimento x 8 cm de largura,Não encontrado,Não encontrado,
123133833,FF GRADE BOMBE CURVA LARGA 80 X 24*,GERAL,GERAL,P.E.,"FF GRADE BOMBE CURVA LARGA 80 X 24, uma grade de bombeamento com curva larga.",Dimensões: 80 x 24,Não encontrado,Não encontrado,
123133555,"FF GRADE BOMBE RETA 82 X 24,5 CM *",GERAL,GERAL,P.E.,"FF GRADE BOMBE RETA 82 X 24,5 CM. Uma grade reta de bombeamento com dimensões específicas.","Dimensões: 82 x 24,5 cm",Não encontrado,Não encontrado,
123133816,"FF GRADE ESPANHOLA 72 X 24,5 *",GERAL,GERAL,P.E.,"FF GRADE ESPANHOLA 72 X 24,5. Grade de aço para uso em construções e obras.","Dimensões: 72 cm de comprimento x 24,5 cm de largura.",Não encontrado,Não encontrado,
123133777,FF GRADE ESTRELINHA 49 X 37 CM *,GERAL,GERAL,P.E.,FF GRADE ESTRELINHA 49 X 37 CM. Uma grade decorativa em formato de estrela com dimensões de 49 cm de largura por 37 cm de altura.,Dimensões: 49 cm x 37 cm,Não encontrado,Não encontrado,
123133557,FF GRADE FLOR DE LIRIO CURVA 78 X 18 CM *,GERAL,GERAL,P.E.,"FF GRADE FLOR DE LIRIO CURVA 78 X 18 CM. Uma grade decorativa com design de flor de lírio, ideal para aplicação em fachadas, grades e outros elementos arquitetônicos.",Dimensões: 78 cm x 18 cm,Não encontrado,Não encontrado,
123133753,FF GRADE FLOR DE LIRIO INCLINADA 84 X 18 CM *,GERAL,GERAL,P.E.,"FF GRADE FLOR DE LIRIO INCLINADA 84 X 18 CM. Uma grade decorativa com design de flor de lírio, ideal para decoração de ambientes.",Dimensões: 84 x 18 cm,Não encontrado,Não encontrado,
123133556,FF GRADE FLOR DE LIRIO RETA 79 X 18 CM *,GERAL,GERAL,P.E.,FF GRADE FLOR DE LIRIO RETA com dimensões 79 x 18 cm.,Dimensões: 79 x 18 cm,Não encontrado,Não encontrado,
123133875,FF GRADE FLOR DE LIZ C/01 GRAU 90 X 15 CM *,GERAL,GERAL,P.E.,"FF GRADE FLOR DE LIZ C/01 GRAU 90 X 15 CM. Uma grade decorativa com design de flor de liz, ideal para aplicação em jardins e espaços externos.","Dimensões: 90 cm x 15 cm, Material: Não especificado",Não encontrado,Não encontrado,
123133838,FF GRADE FLOR DE LIZ C/02 GRAUS 88 X 14 CM *,GERAL,GERAL,P.E.,FF GRADE FLOR DE LIZ C/02 GRAUS 88 X 14 CM. Grade decorativa com design de flor de liz.,"Dimensões: 88 x 14 cm, 2 graus",Não encontrado,Não encontrado,
123133854,FF GRADE FLOR DE LIZ INCLINADA *,GERAL,GERAL,P.E.,"FF GRADE FLOR DE LIZ INCLINADA, um produto cujas informações não foram encontradas na busca web.",Não encontrado,Não encontrado,Não encontrado,
123133558,FF GRADE FLOR DE LIZ PEQUENA 59 X 13 CM *,GERAL,GERAL,P.E.,FF Grade Flor de Liz Pequena com dimensões de 59 x 13 cm.,Dimensões: 59 x 13 cm,Não encontrado,Não encontrado,
123133853,FF GRADE FLOR DE LIZ RETA 79 X 13 *,GERAL,GERAL,P.E.,"FF GRADE FLOR DE LIZ RETA 79 X 13, um produto decorativo para grades ou cercas.",Dimensões: 79 x 13 cm,Não encontrado,Não encontrado,
123133804,FF GRADE GREGA 82 X 16CM *,GERAL,GERAL,P.E.,FF GRADE GREGA 82 X 16CM. Produto não encontrado na web.,Dimensões: 82 x 16 cm,Não encontrado,Não encontrado,
123133772,FF GRADE IMPERIAL C/ 01 GRAU 84 X 15 CM *,GERAL,GERAL,P.E.,"FF GRADE IMPERIAL com 1 grau, dimensões 84 x 15 cm.","Dimensões: 84 x 15 cm, 1 grau.",Não encontrado,Não encontrado,
123133837,FF GRADE IMPERIAL C/ 02 GRAUS 82 X 16CM *,GERAL,GERAL,P.E.,"FF GRADE IMPERIAL com 02 graus, dimensões 82 x 16cm.","Dimensões: 82 x 16cm, Inclinação: 02 graus",Não encontrado,Não encontrado,
123133859,FF GRADE IMPERIAL INCLINADA 76 X 17,GERAL,GERAL,P.E.,"FF GRADE IMPERIAL INCLINADA 76 X 17, uma grade de aço inoxidável com design inclinado.","Dimensões: 76 x 17 cm, Material: Aço inoxidável.",Não encontrado,Não encontrado,
123133559,FF GRADE IMPERIAL PEQUENA 50 X 16 CM *,GERAL,GERAL,P.E.,FF Grade Imperial Pequena com dimensões de 50 x 16 cm.,Dimensões: 50 x 16 cm,Não encontrado,Não encontrado,
123133852,FF GRADE IMPERIAL RETA 78 X 15 *,GERAL,GERAL,P.E.,"FF GRADE IMPERIAL RETA 78 X 15, um produto de grade reta com dimensões específicas.",Dimensões: 78 x 15,Não encontrado,Não encontrado,
123133831,FF GRADE JACARE *,GERAL,GERAL,P.E.,Não encontrado,Não encontrado,Não encontrado,Não encontrado,
123133560,FF GRADE OURO PRETO *,GERAL,GERAL,P.E.,"FF GRADE OURO PRETO, uma grade decorativa com acabamento em ouro preto.",Não encontrado,Não encontrado,Não encontrado,
123133773,FF GRADE OURO PRETO C/ 01 GRAU *,GERAL,GERAL,P.E.,"FF GRADE OURO PRETO com 01 grau, um produto cujas características específicas não estão disponíveis.",Não encontrado,Não encontrado,Não encontrado,
123133861,FF GRADE OURO PRETO C/ 02 GRAUS *,GERAL,GERAL,P.E.,FF GRADE OURO PRETO C/ 02 GRAUS. Um produto com acabamento em ouro preto e 2 graus.,Não encontrado,Não encontrado,Não encontrado,
123133564,FF GRADE PARREIRA DE UVA *,GERAL,GERAL,P.E.,"FF GRADE PARREIRA DE UVA. Produto utilizado para suporte de plantas trepadeiras, especialmente videiras.",Não encontrado,Não encontrado,Não encontrado,
123133759,FF GRADE PORTUGUESA 73 X 32 CM *,GERAL,GERAL,P.E.,"FF GRADE PORTUGUESA 73 X 32 CM. Uma grade de aço com design português, ideal para uso em jardins, fachadas e outras aplicações decorativas.",Dimensões: 73 cm x 32 cm,Não encontrado,Não encontrado,
123133561,FF GRADE RAMADA DUPLA 95 X 36 CM *,GERAL,GERAL,P.E.,FF GRADE RAMADA DUPLA com dimensões de 95 x 36 cm.,Dimensões: 95 x 36 cm,Não encontrado,Não encontrado,
123133754,FF GRADE RAMADA ESTREITA 80 X 20 CM *,GERAL,GERAL,P.E.,FF Grade Ramada Estreita com dimensões de 80 x 20 cm.,Dimensões: 80 x 20 cm,Não encontrado,Não encontrado,
123133562,"FF GRADE RAMADA S/ CONTORNO 74 X 36,5 *",GERAL,GERAL,P.E.,"FF GRADE RAMADA S/ CONTORNO 74 X 36,5. Uma grade ramada sem contorno com dimensões de 74 cm de largura por 36,5 cm de altura.","Dimensões: 74 cm x 36,5 cm",Não encontrado,Não encontrado,
123133774,FF GRADE RAMADINHA 44 X 33 CM *,GERAL,GERAL,P.E.,FF GRADE RAMADINHA 44 X 33 CM. Uma grade de metal para uso em cozinhas ou jardins.,Dimensões: 44 cm x 33 cm,Não encontrado,Não encontrado,
123133785,"FF GRADE ROMANA 80,50 X 33,50 CM *",GERAL,GERAL,P.E.,"FF GRADE ROMANA 80,50 X 33,50 CM. Uma grade romana de alta qualidade para decoração ou organização.","Dimensões: 80,50 cm de largura x 33,50 cm de altura",Não encontrado,Não encontrado,
123133563,FF GRADE ROSACEA *,GERAL,GERAL,P.E.,"FF GRADE ROSACEA, um produto cujas informações específicas não foram encontradas.",Não encontrado,Não encontrado,Não encontrado,
1344,FF LANCA COPO DE LEITE 17 CM *,GERAL,GERAL,P.E.,Lança copo de leite com altura de 17 cm.,Altura: 17 cm,Não encontrado,Não encontrado,
1346,FF LANCA ESPADINHA 18 CM LEVE *,GERAL,GERAL,P.E.,"Lança espadinha de 18 cm, leve.","Comprimento: 18 cm, Leve",Não encontrado,Não encontrado,
1340,FF LANCA FLEXA 13 1/2 X 2 1/2 *,GERAL,GERAL,P.E.,"FF Lança Flexa 13 1/2 x 2 1/2, um utensílio para lançamento de flexas.",Dimensões: 13 1/2 polegadas de comprimento x 2 1/2 polegadas de largura.,Não encontrado,Não encontrado,
1343,"FF LANCA FLOR DE LIZ 16,5 CM *",GERAL,GERAL,P.E.,"Lança floral de liz com altura de 16,5 cm.","Altura: 16,5 cm",Não encontrado,Não encontrado,
1345,FF LANCA GREGA LEVE 19 CM *,GERAL,GERAL,P.E.,Lança grega leve com 19 cm de comprimento.,Comprimento: 19 cm,Não encontrado,Não encontrado,
1342,FF LANCA IMPERIAL 19 CM *,GERAL,GERAL,P.E.,"Lança Imperial da marca FF, com comprimento de 19 cm.",Comprimento: 19 cm,Não encontrado,Não encontrado,
123133590,FF PE DE BANCO CAVALO 9 RIPAS *,GERAL,GERAL,P.E.,FF PE DE BANCO CAVALO 9 RIPAS. Produto não encontrado na web.,Não encontrado,Não encontrado,Não encontrado,
3362,FF PE DE BANCO FRANCES INFANTIL *,GERAL,GERAL,P.E.,"FF PE DE BANCO FRANCES INFANTIL. Produto infantil, possivelmente um banco de madeira ou plástico.",Não encontrado,Não encontrado,Não encontrado,
123133596,FF PINHA 16 1/2 CM ( 3 ) *,GERAL,GERAL,P.E.,FF PINHA 16 1/2 CM ( 3 ). Produto não encontrado na web.,Não encontrado,Não encontrado,Não encontrado,
123133595,FF PINHA 18 1/2 CM ( 06 ) *,GERAL,GERAL,P.E.,FF PINHA 18 1/2 CM (06 unidades).,Não encontrado,Não encontrado,Não encontrado,
123133598,FF PINHA 25 CM ( 5 ) *,GERAL,GERAL,P.E.,FF PINHA 25 CM (5 unidades).,"Altura: 25 cm, Quantidade: 5 unidades.",Não encontrado,Não encontrado,
123133599,FF PINHA 31 CM ( 08 ) *,GERAL,GERAL,P.E.,"FF PINHA 31 CM (08), um produto decorativo ou de artesanato.",Não encontrado,Não encontrado,Não encontrado,
123133594,FF PINHA 36 CM ( 10 ) *,GERAL,GERAL,P.E.,FF PINHA 36 CM (10 unidades). Produto não encontrado na web.,Não encontrado,Não encontrado,Não encontrado,
123133593,FF PINHA 9 1/2 CM ( 2 ) *,GERAL,GERAL,P.E.,"FF PINHA 9 1/2 CM ( 2 ). Parece ser um produto relacionado a decoração ou artesanato, mas informações adicionais não foram encontradas.",Não encontrado,Não encontrado,Não encontrado,
123133597,FF PINHA ABACAXI 19 1/2 CM ( 4 ) *,GERAL,GERAL,P.E.,FF PINHA ABACAXI 19 1/2 CM ( 4 ). Produto decorativo em formato de pinha de abacaxi.,"Altura: 19 1/2 cm, Quantidade: 4 unidades",Não encontrado,Não encontrado,
11151,"FF ROSACEA FLOR DE LIRIO 13,5",GERAL,GERAL,P.E.,"FF ROSACEA FLOR DE LIRIO 13,5 é um produto relacionado a cuidados com a pele, especificamente para tratamento de rosácea.",Não encontrado,Não encontrado,Não encontrado,
11045,"FF ROSACEA FLOR DE LIZ 13,5CM *",GERAL,GERAL,P.E.,"FF ROSACEA FLOR DE LIZ 13,5CM, um produto relacionado a decoração ou jardinagem.","Altura: 13,5cm",Não encontrado,Não encontrado,
3923,FF ROSACEA IMPERIAL 10 CM *,GERAL,GERAL,P.E.,FF ROSACEA IMPERIAL 10 CM. Produto não encontrado na web.,Não encontrado,Não encontrado,Não encontrado,
1139,FF ROSACEA IMPERIAL 12CM *,GERAL,GERAL,P.E.,"FF ROSACEA IMPERIAL 12CM, um produto cujas informações não foram encontradas.",Não encontrado,Não encontrado,Não encontrado,
1143,FF ROSACEA IMPERIAL 15CM *,GERAL,GERAL,P.E.,"FF ROSACEA IMPERIAL 15CM, um produto cujas informações não foram encontradas.",Não encontrado,Não encontrado,Não encontrado,
1141,FF ROSACEA IMPERIAL 18CM *,GERAL,GERAL,P.E.,"FF ROSACEA IMPERIAL 18CM, um produto cujas informações específicas não foram encontradas.",Não encontrado,Não encontrado,Não encontrado,
1140,FF ROSACEA MARGARIDA 22CM *,GERAL,GERAL,P.E.,"FF ROSACEA MARGARIDA 22CM é uma planta ornamental de margarida com flores rosadas, ideal para decoração de ambientes externos.",Altura: 22cm,Não encontrado,Não encontrado,
1219,FF TUCHINHO FERRO FUNDIDO 1/2'' *,GERAL,GERAL,P.E.,FF TUCHINHO FERRO FUNDIDO 1/2''. Peça de conexão para tubulações de ferro fundido.,Diâmetro nominal: 1/2''. Material: ferro fundido.,Não encontrado,Não encontrado,
1220,FF TUCHINHO FERRO FUNDIDO 5/8'' *,GERAL,GERAL,P.E.,FF Tuchinho de ferro fundido com diâmetro de 5/8''.,Diâmetro: 5/8''. Material: Ferro fundido.,Não encontrado,Não encontrado,
5619,MARTELO ROMPEDOR VONDER MRV 1500 220 V *,GERAL,GERAL,P.E.,"Martelo rompedor Vonder MRV 1500, 220V.",Não encontrado,Não encontrado,Não encontrado,
123133971,PARAFUSO PARA CONCRETO PCE 12 100,GERAL,GERAL,P.E.,"Parafuso para concreto PCE 12 100, utilizado em aplicações que exigem fixação em concreto.",Não encontrado,Não encontrado,Não encontrado,
3421,TELA ARTICULADA C/ PVC FIO 12 MALHA 30 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 12, malha 30. Utilizada para cercas e proteções.","Fio 12, malha 30, material PVC.",Não encontrado,Não encontrado,
4029,TELA ARTICULADA C/ PVC FIO 12 MALHA 40 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 12, malha 40. Utilizada para diversas aplicações de proteção e vedação.","Fio 12, malha 40, material PVC.",Não encontrado,Não encontrado,
4030,TELA ARTICULADA C/ PVC FIO 12 MALHA 50 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 12, malha 50. Utilizada para cercas e proteção de áreas.","Fio 12, malha 50",Não encontrado,Não encontrado,
4031,TELA ARTICULADA C/ PVC FIO 12 MALHA 65 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 12, malha 65. Utilizada para cercas e proteções.","Fio 12, malha 65",Não encontrado,Não encontrado,
4032,TELA ARTICULADA C/ PVC FIO 12 MALHA 75 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 12, malha 75. Usada para cercas e proteções.","Fio 12, malha 75",Não encontrado,Não encontrado,
4033,TELA ARTICULADA C/ PVC FIO 12 MALHA 80 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 12, malha 80. Utilizada para cercas e proteção de áreas.","Fio 12, malha 80, material PVC.",Não encontrado,Não encontrado,
4035,TELA ARTICULADA C/ PVC FIO 14 MALHA 20 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 14, malha 20.","Fio 14, malha 20.",Não encontrado,Não encontrado,
4036,TELA ARTICULADA C/ PVC FIO 14 MALHA 25 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 14, malha 25.","Fio 14, malha 25.",Não encontrado,Não encontrado,
4037,TELA ARTICULADA C/ PVC FIO 14 MALHA 30 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 14, malha 30.","Fio 14, malha 30.",Não encontrado,Não encontrado,
4038,TELA ARTICULADA C/ PVC FIO 14 MALHA 40 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 14, malha 40. Utilizada para diversas aplicações em artesanato e decoração.","Fio: 14, Malha: 40, Material: PVC",Não encontrado,Não encontrado,
4039,TELA ARTICULADA C/ PVC FIO 14 MALHA 50 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 14, malha 50. Utilizada para diversas aplicações em artesanato e decoração.","Fio 14, malha 50, material PVC.",Não encontrado,Não encontrado,
4040,TELA ARTICULADA C/ PVC FIO 14 MALHA 65 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 14, malha 65. Usada para diversas aplicações de proteção e vedação.","Fio 14, malha 65, material PVC.",Não encontrado,Não encontrado,
4041,TELA ARTICULADA C/ PVC FIO 14 MALHA 75 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 14, malha 75.","Fio 14, malha 75.",Não encontrado,Não encontrado,
4050,TELA ARTICULADA C/ PVC FIO 16 MALHA 15 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 15. Usada para cercas e proteções.","Fio 16, malha 15, material PVC.",Não encontrado,Não encontrado,
4043,TELA ARTICULADA C/ PVC FIO 16 MALHA 20 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 20. Utilizada para diversas aplicações de proteção e vedação.","Fio: 16, Malha: 20, Material: PVC",Não encontrado,Não encontrado,
4044,TELA ARTICULADA C/ PVC FIO 16 MALHA 25 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 25.","Fio 16, malha 25",Não encontrado,Não encontrado,
4045,TELA ARTICULADA C/ PVC FIO 16 MALHA 30 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 30. Utilizada para diversos fins, como cercas e proteções.","Fio 16, malha 30, material PVC",Não encontrado,Não encontrado,
4046,TELA ARTICULADA C/ PVC FIO 16 MALHA 40 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 40.","Fio 16, malha 40.",Não encontrado,Não encontrado,
4047,TELA ARTICULADA C/ PVC FIO 16 MALHA 50 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 50. Usada para cercas e proteções.","Fio 16, malha 50",Não encontrado,Não encontrado,
4048,TELA ARTICULADA C/ PVC FIO 16 MALHA 65 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 65. Utilizada para diversas aplicações de proteção e vedação.","Fio: 16, Malha: 65",Não encontrado,Não encontrado,
4049,TELA ARTICULADA C/ PVC FIO 16 MALHA 75 *,GERAL,GERAL,P.E.,"Tela articulada com PVC, fio 16, malha 75. Utilizada para cercas e proteção.","Fio 16, malha 75, material PVC.",Não encontrado,Não encontrado,
3978,TELA ARTICULADA FIO 10 MALHA 50 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 10 com malha de 50, galvanizada.","Fio: 10, Malha: 50, Tipo: Galvanizada",Não encontrado,Não encontrado,
3977,TELA ARTICULADA FIO 10 MALHA 65 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 10 com malha 65, galvanizada.","Fio 10, malha 65, galvanizada.",Não encontrado,Não encontrado,
3976,TELA ARTICULADA FIO 10 MALHA 75 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 10 com malha de 75 mm, galvanizada.","Fio: 10, Malha: 75 mm, Material: Galvanizada",Não encontrado,Não encontrado,
3973,TELA ARTICULADA FIO 12 MALHA 100 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 12 com malha 100, galvanizada.","Fio 12, malha 100, galvanizada.",Não encontrado,Não encontrado,
2671,TELA ARTICULADA FIO 12 MALHA 30 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 12 com malha 30, galvanizada.","Fio 12, malha 30, galvanizada.",Não encontrado,Não encontrado,
3968,TELA ARTICULADA FIO 12 MALHA 40 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio de 12 malha 40, galvanizada.",Fio: 12; Malha: 40; Material: Galvanizada,Não encontrado,Não encontrado,
3969,TELA ARTICULADA FIO 12 MALHA 50 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 12 com malha de 50, galvanizada.","Fio 12, malha 50, galvanizada.",Não encontrado,Não encontrado,
3970,TELA ARTICULADA FIO 12 MALHA 65 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 12 com malha de 65, galvanizada.","Fio 12, malha 65, galvanizada.",Não encontrado,Não encontrado,
3971,TELA ARTICULADA FIO 12 MALHA 75 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 12 com malha de 75 mm, galvanizada.","Fio: 12, Malha: 75 mm, Tipo: Galvanizada",Não encontrado,Não encontrado,
3972,TELA ARTICULADA FIO 12 MALHA 80 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 12 com malha 80, galvanizada.","Fio 12, malha 80, galvanizada.",Não encontrado,Não encontrado,
3981,TELA ARTICULADA FIO 14 MALHA 25 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 14 com malha de 25 mm, galvanizada.","Fio 14, malha 25 mm, galvanizada.",Não encontrado,Não encontrado,
3982,TELA ARTICULADA FIO 14 MALHA 30 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 14 com malha de 30, galvanizada.","Fio 14, malha 30, galvanizada.",Não encontrado,Não encontrado,
3980,TELA ARTICULADA FIO 14 MALHA 40 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 14 com malha 40, galvanizada.","Fio 14, malha 40, galvanizada.",Não encontrado,Não encontrado,
3983,TELA ARTICULADA FIO 14 MALHA 50 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 14 com malha de 50, galvanizada.","Fio 14, malha 50, galvanizada.",Não encontrado,Não encontrado,
3984,TELA ARTICULADA FIO 14 MALHA 65 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 14 com malha de 65, galvanizada.","Fio 14, malha 65, galvanizada.",Não encontrado,Não encontrado,
3985,TELA ARTICULADA FIO 14 MALHA 75 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 14 com malha de 75 mm, galvanizada.","Fio 14, malha de 75 mm, galvanizada.",Não encontrado,Não encontrado,
3986,TELA ARTICULADA FIO 16 MALHA 15 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 16 com malha de 15, galvanizada.","Fio: 16, Malha: 15, Material: Galvanizada",Não encontrado,Não encontrado,
3987,TELA ARTICULADA FIO 16 MALHA 20 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 16 com malha de 20, galvanizada.","Fio 16, malha 20, galvanizada.",Não encontrado,Não encontrado,
3988,TELA ARTICULADA FIO 16 MALHA 25 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 16 com malha de 25, galvanizada.","Fio 16, malha 25, galvanizada.",Não encontrado,Não encontrado,
3989,TELA ARTICULADA FIO 16 MALHA 30 ( GALVANIZADA ) *,GERAL,GERAL,P.E.,"Tela articulada de fio 16 com malha de 30, galvanizada.","Fio 16, malha 30, galvanizada.",Não encontrado,Não encontrado,
