idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
123133727,"PERFIL U SIMPLES 4'' X 2,65 MM ( ABA 40 ) #",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 4 polegadas com espessura de 2,65 mm e aba de 40 mm.","4'' de largura, 2,65 mm de espessura, aba de 40 mm.",Não encontrado,Não encontrado,
10229,"PERFIL U SIMPLES 4'' X 2,65 MM ( ABA 50 )",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 4 polegadas de largura com espessura de 2,65 mm e aba de 50 mm.","Largura: 4 polegadas, Espessura: 2,65 mm, Aba: 50 mm",Não encontrado,Não encontrado,
11459,"PERFIL U SIMPLES 4'' X 2,65 MM (ABA 40) EMP2",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 4 polegadas de largura com espessura de 2,65 mm e aba de 40 mm.","Largura: 4 polegadas, Espessura: 2,65 mm, Aba: 40 mm",Não encontrado,Não encontrado,
123133954,PERFIL U SIMPLES 4 X 3/16 ( ABA 40 ) #,SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 4 polegadas de altura e 3/16 de espessura, com aba de 40 mm.","Altura: 4 polegadas, Espessura: 3/16 polegadas, Abar: 40 mm",Não encontrado,Não encontrado,
10648,PERFIL U SIMPLES 45 X 1.50 MM (ABA 17) EMP2,SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de aço com dimensões 45 x 1.50 mm e aba de 17 mm, utilizado em diversas aplicações estruturais.","Dimensões: 45 x 1.50 mm, Aba: 17 mm",Não encontrado,Não encontrado,
123133729,"PERFIL U SIMPLES 5 X 2,65 MM ( ABA 50 ) #",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples com dimensões 5 x 2,65 mm e aba de 50 mm.","Dimensões: 5 x 2,65 mm, Aba: 50 mm",Não encontrado,Não encontrado,
11485,"PERFIL U SIMPLES 5 X 2,65 MM ( EMPR 02 )",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples com dimensões de 5 mm de largura e 2,65 mm de espessura.","Largura: 5 mm, Espessura: 2,65 mm",Não encontrado,Não encontrado,
123133731,PERFIL U SIMPLES 5 X 3 MM  ( ABA 50 ) #,SERRALHERIA,PERFIL,PERFIL U,Perfil U simples com dimensões 5 x 3 mm e aba de 50 mm.,"Dimensões: 5 x 3 mm, Aba: 50 mm",Não encontrado,Não encontrado,
123133730,PERFIL U SIMPLES 5 X 3/16 ( ABA 50 ) #,SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples com 5 mm de largura e 3/16 de espessura, com aba de 50 mm.","Largura: 5 mm, Espessura: 3/16, ABA: 50 mm",Não encontrado,Não encontrado,
10506,PERFIL U SIMPLES 50 X 1.80 MM (ABA 25),SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples com dimensões de 50 mm de largura e 1,80 mm de espessura, com aba de 25 mm.","Largura: 50 mm, Espessura: 1,80 mm, Aba: 25 mm",Não encontrado,Não encontrado,
123133732,"PERFIL U SIMPLES 6 X 2,65 ABA 50",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 6 metros de comprimento, 2,65 metros de altura e abas de 50 mm.","Comprimento: 6 metros, Altura: 2,65 metros, Abas: 50 mm",Não encontrado,Não encontrado,
11841,"PERFIL U SIMPLES 6 X 2,65 ABA 50 EMP2",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 6 metros de comprimento, 2,65 metros de altura e aba de 50 mm.","Comprimento: 6 metros, Altura: 2,65 metros, Aba: 50 mm",Não encontrado,Não encontrado,
123133762,PERFIL U SIMPLES 6 X 3/16 ( ABA 50 ) #,SERRALHERIA,PERFIL,PERFIL U,Perfil U simples de 6 polegadas com aba de 50mm e espessura de 3/16 polegadas.,"Dimensões: 6 x 3/16 polegadas, Aba: 50mm",Não encontrado,Não encontrado,
123133990,"PERFIL U SIMPLES 68 X 2,00 MM ( ABA 30 )",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de aço com dimensões 68mm de altura, 2,00mm de espessura e abas de 30mm.","Altura: 68mm, Espessura: 2,00mm, Abas: 30mm",Não encontrado,Não encontrado,
11747,"PERFIL U SIMPLES 68 X 2,00 MM EMP2",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de aço com dimensões 68 x 2,00 mm.","68 x 2,00 mm, material aço.",Não encontrado,Não encontrado,
11821,PERFIL U SIMPLES 8 X 2.00MM ( ABA 50) #,SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 8mm de altura e 2.00mm de espessura, com aba de 50mm.","Altura: 8mm, Espessura: 2.00mm, Aba: 50mm",Não encontrado,Não encontrado,
11387,PERFIL U SIMPLES 8 X 2.65MM ( ABA 50 ) EMP2,SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 8 x 2.65mm com aba de 50mm, utilizado em diversas aplicações de construção e montagem.","Dimensões: 8 x 2.65mm, Aba: 50mm",Não encontrado,Não encontrado,
123133734,PERFIL U SIMPLES 8 X 2.65MM ( ABA 50) #,SERRALHERIA,PERFIL,PERFIL U,Perfil U simples com dimensões de 8 x 2.65mm e aba de 50mm.,"Dimensões: 8 x 2.65mm, Aba: 50mm",Não encontrado,Não encontrado,
11831,"PERFIL U SIMPLES 8 X 3,00 MM ( ABA 50 ) EMP2",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de 8 x 3,00 mm com aba de 50 mm, utilizado em construções metálicas e obras.","Dimensões: 8 x 3,00 mm, ABA: 50 mm",Não encontrado,Não encontrado,
123133989,"PERFIL U SIMPLES 8 X 4,75MM ( ABA 50 ) SAE 1006/1012 #",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples com dimensões 8 x 4,75mm e aba de 50mm, fabricado em aço SAE 1006/1012.","Dimensões: 8 x 4,75mm, Aço: SAE 1006/1012, Aba: 50mm",Não encontrado,Não encontrado,
11363,"PERFIL U SIMPLES 92 X 2,00 MM  EMP2",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples de aço com dimensões de 92 mm de largura e 2,00 mm de espessura.","Largura: 92 mm, Espessura: 2,00 mm",Não encontrado,Não encontrado,
123134110,"PERFIL U SIMPLES 92 X 2,00 MM ( ABA 30 )",SERRALHERIA,PERFIL,PERFIL U,"Perfil U simples com dimensões 92 x 2,00 mm e aba de 30 mm.","Dimensões: 92 x 2,00 mm, Aba: 30 mm",Não encontrado,Não encontrado,
123133744,PERFIL U USINADA 3 NA 1ª ASTM A-36,SERRALHERIA,PERFIL,PERFIL U,"Perfil U usinada 3 na 1ª ASTM A-36, um tipo de aço estrutural com alta resistência e durabilidade.","ASTM A-36, resistência à tração: 400-550 MPa, resistência à compressão: 250 MPa, espessura: variável conforme aplicação.",Não encontrado,Não encontrado,
123133745,PERFIL U USINADA 4 NA 1ª ASTM A-36,SERRALHERIA,PERFIL,PERFIL U,"Perfil U usinada 4 na 1ª ASTM A-36, um material de aço com alta resistência e durabilidade, utilizado em diversas aplicações estruturais.","ASTM A-36, usinada 4 na 1ª",Não encontrado,Não encontrado,
12001,PERFIL U USINADA 4 NA 2ª,SERRALHERIA,PERFIL,PERFIL U,"Perfil U usinada 4 na 2ª, um componente metálico utilizado em construções e montagens.",Não encontrado,Não encontrado,Não encontrado,
123133746,PERFIL U USINADA 6 NA 1ª,SERRALHERIA,PERFIL,PERFIL U,"Perfil U usinada 6 na 1ª, um componente metálico para construção e montagem de estruturas.",Não encontrado,Não encontrado,Não encontrado,
11999,PERFIL U USINADA 6 NA 2ª,SERRALHERIA,PERFIL,PERFIL U,"Perfil U usinada 6 na 2ª, um componente metálico usado em construções e montagens.",Não encontrado,Não encontrado,Não encontrado,
123133849,PERFIL U USINADA 8 NA 1ª,SERRALHERIA,PERFIL,PERFIL U,"Perfil U usinada 8 na 1ª, um produto utilizado em construções metálicas e estruturas.",Não encontrado,Não encontrado,Não encontrado,
11963,KIT SEGURANÇA E ACESSO 1,SERRALHERIA,PERFIL,KIT PROMO,"Kit de segurança e acesso, composto por diversos componentes para controle de acesso e monitoramento de segurança.",Não encontrado,Não encontrado,Não encontrado,
11965,KIT SEGURANÇA E ACESSO 2,SERRALHERIA,PERFIL,KIT PROMO,"Kit de segurança e acesso, composto por dispositivos para controle e monitoramento de entrada e saída.",Não encontrado,Não encontrado,Não encontrado,
11967,KIT SEGURANÇA E ACESSO 3,SERRALHERIA,PERFIL,KIT PROMO,"Kit de segurança e acesso composto por três elementos, destinado a proteger propriedades e controlar o acesso.",Não encontrado,Não encontrado,Não encontrado,
10624,TUBO METALON 20 X 20 X 18 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon de dimensões 20 x 20 x 18, oferecido em promoção.",Dimensões: 20 x 20 x 18,Não encontrado,Não encontrado,
10576,TUBO METALON 20 X 20 X 20 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon de dimensões 20 x 20 x 20, em promoção.",Dimensões: 20 x 20 x 20,Não encontrado,Não encontrado,
10666,TUBO METALON 20 X 20 X 28 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon de dimensões 20 x 20 x 28, em promoção.",Dimensões: 20 x 20 x 28,Não encontrado,Não encontrado,
10969,TUBO METALON 30 X 20 X 16 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon com dimensões 30 x 20 x 16, em promoção.",Dimensões: 30 x 20 x 16,Não encontrado,Não encontrado,
10578,TUBO METALON 30 X 20 X 18 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon com dimensões 30 x 20 x 18, em promoção.",Dimensões: 30 x 20 x 18,Não encontrado,Não encontrado,
11099,TUBO METALON 30 X 30 X 16 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon com dimensões 30 x 30 x 16, em promoção.",Dimensões: 30 x 30 x 16,Não encontrado,Não encontrado,
10580,TUBO METALON 30 X 30 X 18 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon de dimensões 30 x 30 x 18, oferecido em promoção.",Dimensões: 30 x 30 x 18,Não encontrado,Não encontrado,
11097,TUBO METALON 40 X 40 X 18 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon de dimensões 40 x 40 x 18, oferecido em promoção.",40 x 40 x 18,Não encontrado,Não encontrado,
11101,TUBO METALON 50 X 30 X 16 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon com dimensões 50 x 30 x 16, em promoção.",Dimensões: 50 x 30 x 16,Não encontrado,Não encontrado,
10582,TUBO METALON 50 X 30 X 18 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon com dimensões 50 x 30 x 18, em promoção.",Dimensões: 50 x 30 x 18,Não encontrado,Não encontrado,
10584,TUBO METALON 70 X 30 X 18 PROMO,SERRALHERIA,CONSUMO,METALON,"Tubo Metalon com dimensões 70 x 30 x 18, em promoção.",Dimensões: 70 x 30 x 18,Não encontrado,Não encontrado,
10220,CANTONEIRA  2 X 5/16,SERRALHERIA,TELHA,TRAPEZIO,"Cantoneira de dimensões 2 x 5/16 polegadas, utilizada em aplicações de construção e montagem.",Dimensões: 2 x 5/16 polegadas,Não encontrado,Não encontrado,
11911,"TUBO GALVANIZADO  3/4 X 2,65",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com diâmetro de 3/4 polegadas e espessura de 2,65 mm.","Diâmetro: 3/4 polegadas, Espessura: 2,65 mm",Não encontrado,Não encontrado,
10971,"TUBO GALVANIZADO  3/4 X 2,65 PROMO",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado de 3/4 polegada com espessura de 2,65 mm.","Diâmetro: 3/4 polegada, Espessura: 2,65 mm",Não encontrado,Não encontrado,
123133705,"TUBO GALVANIZADO C/ ROSCA 1'' X 2,65 NBR5580 CL(33,40EXT)",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca de 1 polegada e 2,65 metros de comprimento, conforme a norma NBR5580, com classe 33,40 de extensão.","Diâmetro: 1 polegada, Comprimento: 2,65 metros, Norma: NBR5580, Classe de extensão: 33,40",Não encontrado,Não encontrado,
334,"TUBO GALVANIZADO C/ ROSCA 1'' X 3,35 DIN2440 NBR 5580M (33,7",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca de 1'' x 3,35, conforme normas DIN2440 e NBR 5580M.","Diâmetro: 1'', Comprimento: 3,35m, Normas: DIN2440, NBR 5580M",Não encontrado,Não encontrado,
123133706,"TUBO GALVANIZADO C/ ROSCA 1.1/2 X 3,00 NBR5580CL (48,30EXT)",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca, modelo 1.1/2 x 3,00, conforme a norma NBR5580CL, com extensão de 48,30 cm.","Diâmetro: 1.1/2 polegadas, Comprimento: 3,00 metros, Extensão: 48,30 cm, Norma: NBR5580CL",Não encontrado,Não encontrado,
336,"TUBO GALVANIZADO C/ ROSCA 1.1/2 X 3,35 DIN2440 NBR5580M (48,",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca, modelo 1.1/2 x 3,35, conforme normas DIN2440 e NBR5580M.","Diâmetro: 1.1/2, Comprimento: 3,35 metros, Normas: DIN2440, NBR5580M",Não encontrado,Não encontrado,
123133707,"TUBO GALVANIZADO C/ ROSCA 1.1/4 X 2,65 NBR5580CL(42,40EXT)",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca, modelo 1.1/4 x 2,65, conforme a norma NBR5580, com comprimento de 42,40 metros.","Diâmetro: 1.1/4 polegadas, Comprimento: 2,65 metros, Norma: NBR5580, Comprimento total: 42,40 metros",Não encontrado,Não encontrado,
335,"TUBO GALVANIZADO C/ ROSCA 1.1/4 X 3,35 DIN2440 NBR5580M (42,",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca, modelo 1.1/4 x 3,35, conforme normas DIN2440 e NBR5580M.","Diâmetro: 1.1/4, Comprimento: 3,35, Normas: DIN2440, NBR5580M",Não encontrado,Não encontrado,
332,"TUBO GALVANIZADO C/ ROSCA 1/2 X 2,65 DIN2440 NBR 5580M (21,3",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca de 1/2 polegada e comprimento de 2,65 metros, conforme normas DIN2440 e NBR 5580M.","Diâmetro nominal: 1/2 polegada, Comprimento: 2,65 metros, Normas: DIN2440, NBR 5580M",Não encontrado,Não encontrado,
123133709,"TUBO GALVANIZADO C/ ROSCA 2'' X 3,00 NBR 5580 CL (60,30EXT)",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca de 2 polegadas, comprimento de 3 metros, conforme a norma NBR 5580, classe 60,30 de extensão.","Diâmetro: 2 polegadas, Comprimento: 3 metros, Norma: NBR 5580, Classe: 60,30 de extensão",Não encontrado,Não encontrado,
4508,"TUBO GALVANIZADO C/ ROSCA 2'' X 3,75 DIN2440 NBR5580M CM (60",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca de 2 polegadas por 3,75 metros, conforme normas DIN2440 e NBR5580M.","Diâmetro: 2 polegadas, Comprimento: 3,75 metros, Normas: DIN2440, NBR5580M",Não encontrado,Não encontrado,
123133710,"TUBO GALVANIZADO C/ ROSCA 2.1/2 X 3,35 NBR5580CL(76,10EXT)",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca, modelo 2.1/2 x 3,35, conforme a norma NBR5580, com extensão de 76,10mm.","Diâmetro: 2.1/2, Comprimento: 3,35m, Extensão: 76,10mm, Norma: NBR5580",Não encontrado,Não encontrado,
6105,"TUBO GALVANIZADO C/ ROSCA 2.1/2 X 3,75 NBR5580 M DIN2440",SERRALHERIA,TUBO,GALVANIZADO,"Tubo galvanizado com rosca, modelo 2.1/2 x 3,75, fabricado conforme as normas NBR5580 e DIN2440.","Diâmetro: 2.1/2 polegadas, Comprimento: 3,75 metros, Normas: NBR5580, DIN2440",Não encontrado,Não encontrado,
