idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
564,FITA ISOLANTE 19 MM ( 5 METROS) *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Fita isolante de 19 mm de largura e 5 metros de comprimento.,"Largura: 19 mm, Comprimento: 5 metros",Não encontrado,Não encontrado,
566,FITA ISOLANTE 19 MM (20 METROS) *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Fita isolante de 19 mm de largura, com 20 metros de comprimento.","Largura: 19 mm, Comprimento: 20 metros",Não encontrado,Não encontrado,
2294,FITA ISOLANTE ALTA TENSAO 23BR 19 MM X 10M *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Fita isolante de alta tensão, com largura de 19 mm e comprimento de 10 metros.","Largura: 19 mm, Comprimento: 10 m",Não encontrado,Não encontrado,
567,FITA VEDAROSCA 12MM X 10M *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Fita Vedarosca de 12mm de largura e 10m de comprimento.,"Largura: 12mm, Comprimento: 10m",Não encontrado,Não encontrado,
568,FITA VEDAROSCA 18MM X 25M *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Fita Vedarosca de 18mm de largura e 25m de comprimento.,"Largura: 18mm, Comprimento: 25m",Não encontrado,Não encontrado,
11803,FIXA TUDO BRANCO - BRASCOLA 80G,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"FIXA TUDO BRANCO é um adesivo versátil da marca BRASCOLA, com 80g.",Peso: 80g,Não encontrado,Não encontrado,
10632,GUEPAR BONDER 20G,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"GUEPAR BONDER 20G é um produto de cola ou adesivo, mas informações detalhadas não foram encontradas.","Marca: Guepar Bond, Modelo: 977, Conteúdo: 20g, Tipo: Adesivo instantâneo, Cor: Transparente, Secagem: Rápida (alguns segundos)",https://www.mercadolivre.com.br/cola-adesivo-instantaneo-977-20g-guepar-bond-kit-com-5und/up/MLBU3698447886,https://datasheets.tdx.henkel.com/LOCTITE-Super-Bonder-Original-pt_BR.pdf,https://acdn-us.mitiendanube.com/stores/002/702/853/products/2-a3b0163e18a5f1869517467092352457-1024-1024.webp | https://http2.mlstatic.com/D_Q_NP_2X_708211-MLA103758261857_012026-P.webp
10658,MACACO HIDRAULICO TIPO GARRAFA 2TON,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Macaco Hidráulico Tipo Garrafa com capacidade de 2 toneladas.,Capacidade de elevação: 2 toneladas.,Não encontrado,Não encontrado,
10660,MACACO JACARE  2 TON,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Macaco Jacaré com capacidade de 2 toneladas.,Capacidade de elevação: 2 toneladas.,Não encontrado,Não encontrado,
763,MASSA P/ CALAFETAR CINZA 350G *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Massa para calafetar na cor cinza, com peso de 350g.","Cor: Cinza, Peso: 350g",Não encontrado,Não encontrado,
3259,MASSA PLASTICA IBERE 400 GRAMAS BRANCA *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Massa plástica Iberê branca, com peso de 400 gramas.",Peso: 400 gramas; Cor: branca.,Não encontrado,Não encontrado,
3260,MASSA PLASTICA IBERE 400 GRAMAS CINZA *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Massa plástica Iberê na cor cinza, com peso de 400 gramas.","Peso: 400 gramas, Cor: Cinza",Não encontrado,Não encontrado,
11311,PREGO BUCHA NYLON 6X38 - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Prego Bucha Nylon 6x38 da marca Silva, utilizado para fixação em diversos materiais.","Diâmetro: 6mm, Comprimento: 38mm, Material: Nylon",Não encontrado,Não encontrado,
11307,SELANTE ESTRUTURAL 935 BRANCO - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Selante estrutural 935 branco da marca Silva, utilizado para aplicações que exigem alta resistência e durabilidade.","Aparência: Pasta Lisa Sem Partículas, Cores: Branco, Incolor, Preto, Criação de Película (minutos): 7, Tempo de Cura Total (3mm/hora): 24 Horas, Relação Máxima de Alongamento %: 200, Dureza Shore A (curado): 50 ~ 60, Temperatura de Serviço °C: -40° A + 90°",https://www.silvaselantes.com.br/935-estrutural.html,Não encontrado,https://www.silvaselantes.com.br/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/e/s/estr.webp | https://www.silvaselantes.com.br/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/s/e/selante_estutural_site.webp
5650,SIKADUR EPOXI C/1KG *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"SIKADUR EPOXI C/1KG é um produto epóxi de alta performance, utilizado em diversas aplicações industriais e de construção.","Resistência à compressão: 50 MPa (1 dia), 70 MPa (7 dias); Densidade: 1,70 kg/l; Consistência: Fluído; Cor: Cinza; Embalagem: Caixa com 6 conjuntos de 1kg (A + B); Prazo de validade: 24 meses a partir da data de produção.",https://bra.sika.com/dam/dms/br01/i/sikadur-epoxi.pdf,https://bra.sika.com/dam/dms/br01/i/sikadur-epoxi.pdf,https://impermarket.vtexassets.com/arquivos/ids/637076-800-auto?v=639257425245970000&width=800&height=auto&aspect=true | https://impermarket.vtexassets.com/arquivos/ids/611803-800-auto?v=639035014975070000&width=800&height=auto&aspect=true
3329,SIKAFLEX CINZA 300ML *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"SIKAFLEX CINZA 300ML é um adesivo e selante de poliuretano de alta performance, ideal para aplicações em construção e reparos.","Volume: 300ml, Cor: Cinza, Tipo: Poliuretano",Não encontrado,Não encontrado,
6114,SILICONE ACETICO BRANCO,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone acético branco, um adesivo e selante comumente usado em aplicações de construção e reparo.","Aparência: Pasta translúcida com odor característico (ácido acético). Densidade a 25 ºC: 0,93 à 1,05 g/mL. Tempo de formação de película: ≤ 20 minutos. Temperatura ideal de aplicação: + 5 à 45°C. Temperatura de trabalho: - 50 à 150°C. Alongamento à ruptura: ≥ 500 %. Dureza Shore A: 25. Cura gradativa a 23°C e 55% U.R. após 24 horas: ≥3 mm. Tempo de armazenamento a 20°C: 12 meses.",https://construja.com.br/produto/136200/pulvitec-silicone-acetico-250g-branco,https://www.tekbond.com.br/sites/Tekbond.com.br/files/media-library/product/BRSA004/documents/technical_sheet/downloadable_file/Silicone_Acetico_Construcao-BRSA004-ficha_tecnica_01.pdf,https://santil.jetassets.com.br/produto/SILICONE-ACETICO-50G-BRANCO-22004001202_D.jpg
6113,SILICONE ACETICO INCOLOR,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone acético incolor, um adesivo e selante comumente utilizado em aplicações de construção e reparo.","Aparência: Pasta translúcida com odor característico (ácido acético); Densidade a 25 ºC: 0,93 à 1,05 g/mL; Tempo de formação de película: ≤ 20 minutos; Temperatura ideal de aplicação: + 5 à 45°C; Temperatura de trabalho: - 50 à 150°C; Alongamento à ruptura: ≥ 500 %; Dureza Shore A: 25; Cura gradativa a 23°C e 55% U.R. após 24 horas: ≥3 mm; Tempo de armazenamento a 20°C: 12 meses.",https://www.tekbond.com.br/sites/Tekbond.com.br/files/media-library/product/BRSA004/documents/technical_sheet/downloadable_file/Silicone_Acetico_Construcao-BRSA004-ficha_tecnica_01.pdf,https://www.tekbond.com.br/sites/Tekbond.com.br/files/media-library/product/BRSA004/documents/technical_sheet/downloadable_file/Silicone_Acetico_Construcao-BRSA004-ficha_tecnica_01.pdf,https://cdn.dooca.store/1138/products/adesivo-de-silicone-acetico-incolor-280g-c-06un_640x640+fill_ffffff.png?v=1696888228 | https://images.cws.digital/produtos/p/52/20/silicone-acetico-incolor-250g-leo-10282052-1718032558195.jpg | https://images.cws.digital/produtos/p/52/20/silicone-acetico-incolor-250g-leo-10282052-1718032555631.jpg
6115,SILICONE ACETICO PRETO,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone acético preto, um adesivo e selante comumente usado em aplicações de construção e reparo.","Aparência: Pasta translúcida com odor característico (ácido acético); Densidade: 0,93 à 1,05 g/mL; Tempo de formação de película: ≤ 20 minutos; Temperatura ideal de aplicação: +5 à 45°C; Temperatura de trabalho: -50 à 150°C; Alongamento à ruptura: ≥ 500%; Dureza Shore A: 25; Cura gradativa após 24 horas: ≥3 mm; Tempo de armazenamento: 12 meses.",https://www.amazon.com.br/Adesivo-Silicone-Ac%C3%A9tico-Preto-Tekbond/dp/B0D8TYW25H,https://www.tekbond.com.br/sites/Tekbond.com.br/files/media-library/product/BRSA004/documents/technical_sheet/downloadable_file/Silicone_Acetico_Construcao-BRSA004-ficha_tecnica_01.pdf,"https://m.media-amazon.com/images/I/41Hu43gHpnL._SX38_SY50_CR,0,0,38,50_.jpg | https://m.media-amazon.com/images/I/415JSB-BoRL._SX38_S"
3412,SILICONE BISNAGA 50 GR BRANCO *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Silicone em bisnaga de 50 gramas na cor branca.,"Peso: 50 gramas, Cor: Branco",Não encontrado,Não encontrado,
572,SILICONE BISNAGA 50 GR INCOLOR *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone em bisnaga de 50 gramas, na cor incolor.","Peso: 50 gramas, Cor: Incolor",Não encontrado,Não encontrado,
11291,SILICONE BRANCO 250G SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone branco da marca Silva, embalagem com 250g.","Peso: 250g, Cor: Branco",Não encontrado,Não encontrado,
11289,SILICONE INCOLOR 250G SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone incolor de 250g da marca Silva, utilizado para diversos fins como artesanato, reparos e vedação.","Peso: 250g, Cor: Incolor, Marca: Silva",Não encontrado,Não encontrado,
11293,SILICONE PRETO 270G SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone preto da marca Silva, com peso de 270g.","Peso: 270g, Cor: Preto",Não encontrado,Não encontrado,
11305,SILICONE PROMOÇÃO,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,,,Não encontrado,Não encontrado,
10239,SILICONE PU 40 PRETO 400G,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone PU 40 Preto, um adesivo de alto desempenho em formato de silicone, com peso de 400g.","Peso: 400g, Cor: Preto, Tipo: Silicone PU 40",Não encontrado,Não encontrado,
11301,SILICONE PU ALUZINCO CINZA - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone PU Aluzinco Cinza, um produto da marca Silva.",,Não encontrado,Não encontrado,
10172,SILICONE PU BRANCO  400G WURTH,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone PU Branco 400g da marca Wurth, um adesivo e selante de alta performance.","Peso: 400g, Cor: Branco, Marca: Wurth",Não encontrado,Não encontrado,
10241,SILICONE PU BRANCO 400G,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone PU Branco 400g, um adesivo de silicone à base de poliuretano para uso geral.","Peso: 400g, Cor: Branco, Tipo: Silicone PU",Não encontrado,Não encontrado,
5981,SILICONE PU CINZA  380G,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone PU Cinza, produto de acabamento para construção e reparos, com peso líquido de 380g.","Peso líquido: 380g, cor: cinza, material: silicone PU.",Não encontrado,Não encontrado,
11295,SILICONE PU FLEX 40 BRANCO - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"Silicone PU Flex 40 Branco, um material flexível e resistente da marca Silva.","Material: Silicone PU, Cor: Branco, Dureza: 40 Shore A",Não encontrado,Não encontrado,
11297,SILICONE PU FLEX 40 CINZA  - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"SILICONE PU FLEX 40 CINZA, um produto da marca SILVA.",,Não encontrado,Não encontrado,
11335,SILICONE PU FLEX 40 PRETO - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"SILICONE PU FLEX 40 PRETO - SILVA, um produto de silicone flexível na cor preto.","Temperatura de aplicação: -20°C, disponível nas cores branco, preto e cinza, em tubos e sachês. Curas ao entrar em contato com a umidade ambiente, formando um elastômero de alta resistência.",https://www.mercadolivre.com.br/pu-flex-40-preto-silva-selantes-adesivo-hibrido-pu-40/up/MLBU5118267765,https://alphaville-rj.com.br/wp-content/uploads/2024/07/Catalogo-Digital-2024-Silva-Selantes-Alphaville-compressed.pdf,https://www.silvaselantes.com.br/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/f/l/flex_1.webp | https://a-static.mlcdn.com.br/450pxx450px/selante-pu-flex-40-preto-silva-selantes/calhaskairos/puflex40preto/ebf429264b34c628b461f96d011a9b03.jpeg | https://www.silvaselantes.com.br/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/4/0/400.png
11949,SILICONE VIDRO E ALUMINIO INCOLOR - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Silicone incolor para vidro e alumínio da marca Silva.,"Alta elasticidade, resistência UV, fungicida, aplicável em cerâmicas, vidros e alumínios, composição química inclui Dimetil Siloxano Hidroxiterminado (65-75%), Metil Triacetoxi Silano (2-5%), Etil Triacetoxi Silano (2-5%), Silica amorfa (7-10%).",https://www.silvaselantes.com.br,https://www.silvaselantes.com.br/amfilerating/file/download/file_id/56/,https://www.silvaselantes.com.br/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/v/i/vid.alum.1200x600px.webp | https://www.silvaselantes.com.br/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/f/i/fix.webp
2345,SUPER BONDER 3GR *,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,Super Bonder 3g é um adesivo instantâneo de alta resistência para diversos tipos de reparos e colagens.,"Peso: 3g, Tipo: Adesivo instantâneo, Resistência: Alta",Não encontrado,Não encontrado,
3774,VEDA CALHA ALUMINIO CARTUC 280G - BRASCOLA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"VEDA CALHA ALUMINIO CARTUC 280G - BRASCOLA é um produto de vedação para calhas, fabricado pela Brasciola.",Material: Alumínio; Peso: 280g,Não encontrado,Não encontrado,
10218,VEDA CALHA ALUMINIO MUNDIAL PRIME,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"VEDA CALHA ALUMINIO MUNDIAL PRIME, um produto de alumínio para vedação de calhas.",Volume: 300ml / 270g,https://stoky.com.br/produto/40514,Não encontrado,https://portal.zydon.com.br/api/files/01a00074-e6e3-84f0-8a13-23abe0fcfc9f/content?ingress=stoky.com.br | https://i.ytimg.com/vi/8XxjikPaRKA/maxresdefault.jpg
10456,VEDA CALHA CINZA - SILVA,ACESSORIO/MIUDEZA,QUIMICOS,COLA / ADESIVO,"VEDA CALHA CINZA - SILVA, um produto cujas informações não puderam ser obtidas devido a um erro na busca.","Tempo de formação de pele: 10 a 20 minutos; Cura total: 72 horas; Teor de sólidos: 60 ± 5%; Densidade: 0,90 ± 0,05 g/cm³; Rendimento: 12 m lineares (filete de 5mm²); Resistência à temperatura: -10 a 80°C; Cor: Cinza.",https://dualeshop.com.br/selantevedacalhascinza360g-silvaselantes.html,https://tytan-cdn.tytan.com/uploads/sites/5/2020/11/TYTAN-PROFESSIONAL-Adesivo-Veda-Calha_01-02-2024_TDS_pt.pdf,https://dualeshop.com.br/media/catalog/product/cache/b7979decf75865fe9fd06c7f89e3241a/1/_/1_1228.jpg | https://dualeshop.com.br/media/catalog/product/cache/b7979decf75865fe9fd06c7f89e3241a/3/_/3_1143.jpg
5677,ANTICORROSIVO *,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,"Óleo lubrificante anticorrosivo para proteção de superfícies metálicas, formando um filme oleoso que não seca e protege por longos períodos. Utilizado em compressores de ar a pistão e em peças estocadas.","Ponto de Fulgor: 38°C; Densidade: 0,82 – 0,83 g/cm³; Não Voláteis: 36,0%; Taxa de Evaporação: 12; Resistência Câmara Salina: 72h (ASTM B-117); Corrosividade ao cobre: 1",http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=120072&modprp=5&numprp=662015,https://www.allchem.com.br/media/sparsh/product_attachment/FT_-_PROTETIVO_ANTICORROSIVO_557.pdf,https://carrefourbr.vtexassets.com/arquivos/ids/212946556-848-848/image-0.jpg?v=639064164468100000 | https://carrefourbr.vtexassets.com/arquivos/ids/212946558-848-848/image-1.jpg?v=639064164469530000
5672,CANTONEIRA 2 X 5/16,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,"Cantoneira de dimensões 2 x 5/16 polegadas, utilizada em aplicações de construção e montagem.",Dimensões: 2 x 5/16 polegadas,Não encontrado,Não encontrado,
3252,GRAXA LUBRIFICANTE 100GR *,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,Graxa lubrificante em embalagem de 100 gramas.,"Peso: 100g, Aprovado no FDA sob nº 1789.3570, Faixa de temperatura de trabalho: -51 a +163 °C, Alta capacidade de suportar cargas, Ótima resistência ao desgaste, Maior prazo de relubrificação, Boa compatibilidade com materiais industriais, Excelente torque à baixas temperaturas, Resistente à lavagem com água.",Não encontrado,Não encontrado,
621,GRAXA LUBRIFICANTE 200 GR *,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,Graxa lubrificante com 200 gramas de peso.,Peso: 200 gramas,Não encontrado,Não encontrado,
284,GRAXA LUBRIFICANTE 400 GR *,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,Graxa lubrificante com 400 gramas de peso.,Peso: 400 gramas,Não encontrado,Não encontrado,
10478,OLEO SOLUVEL 1 LITRO VONDER,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,"Oleo soluvel de 1 litro da marca Vonder, utilizado para diversos fins industriais e domésticos.",Volume: 1 litro,Não encontrado,Não encontrado,
6194,OLEO TIPO SINGER,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,"Oleo tipo Singer, utilizado em máquinas de costura para lubrificação.",,Não encontrado,Não encontrado,
3942,VASELINA SÓLIDA 90 GR *,ACESSORIO/MIUDEZA,QUIMICOS,LUBRIFICANTES,Vaselina sólida em embalagem de 90 gramas.,Peso: 90 gramas,Não encontrado,Não encontrado,
1956,ANTI RESPINGO C/ SILICONE LATA,ACESSORIO/MIUDEZA,QUIMICOS,QUIM. DIVERSOS,"Anti respingo com silicone em lata, produto utilizado para evitar respingos de líquidos.",,Não encontrado,Não encontrado,
5991,BATIDA DE PEDRA CARPLAST 900ML PRETA *,ACESSORIO/MIUDEZA,QUIMICOS,QUIM. DIVERSOS,"Batida de Pedra Carplast 900ml Preta, um produto para limpeza e cuidado de veículos.","Volume: 900ml, Cor: Preta",Não encontrado,Não encontrado,
123133455,CARBURETO 50 X 80 *,ACESSORIO/MIUDEZA,QUIMICOS,QUIM. DIVERSOS,Carburetor com dimensões 50 x 80.,Dimensões: 50 x 80.,Não encontrado,Não encontrado,
5878,CONVERTEDOR DE FERRUGEM 500ML,ACESSORIO/MIUDEZA,QUIMICOS,QUIM. DIVERSOS,"Convertedor de ferrugem em spray, 500ml. Produto utilizado para transformar a ferrugem em um revestimento protetor.",Volume: 500ml. Aplicação: Conversão de ferrugem em superfícies metálicas.,Não encontrado,Não encontrado,
5657,PRIMER P/ MANTA 1L *,ACESSORIO/MIUDEZA,QUIMICOS,QUIM. DIVERSOS,"Primer para manta, volume de 1 litro.",Volume: 1 litro,Não encontrado,Não encontrado,
4715,REMOVEDOR DE FERRUGENS 250ML WMAX,ACESSORIO/MIUDEZA,QUIMICOS,QUIM. DIVERSOS,"Removedor de ferrugens em spray, com capacidade de 250ml, da marca Wmax.","Volume: 250ml, Formato: Spray",Não encontrado,Não encontrado,
2299,SILICONE SPRAY 300G SILVA,ACESSORIO/MIUDEZA,QUIMICOS,QUIM. DIVERSOS,"Spray de silicone da marca Silva, com 300g.",Peso líquido: 300g,Não encontrado,Não encontrado,
2257,AGUARRAS 900 ML,ACESSORIO/MIUDEZA,QUIMICOS,SOLVENTE,"Aguarrás de 900 ml, um solvente utilizado em diversas aplicações, como diluição de tintas e limpeza de pincéis.",Volume: 900 ml,Não encontrado,Não encontrado,
2258,QUEROSENE 1000 ML *,ACESSORIO/MIUDEZA,QUIMICOS,SOLVENTE,"Querosene em embalagem de 1000 ml, utilizado para diversos fins como combustível ou limpeza.",Volume: 1000 ml,Não encontrado,Não encontrado,
2111,REDUTOR 5LT *,ACESSORIO/MIUDEZA,QUIMICOS,SOLVENTE,"Redutor de 5 litros, utilizado para reduzir a velocidade ou aumentar a força em sistemas hidráulicos ou pneumáticos.",Capacidade: 5 litros,Não encontrado,Não encontrado,
289,REDUTOR 900ML *,ACESSORIO/MIUDEZA,QUIMICOS,SOLVENTE,"Redutor de 900ml, produto utilizado para diluir tintas e outros materiais.",Volume: 900ml,Não encontrado,Não encontrado,
3628,SODA CAUSTICA 300 GRAMAS ( BRADOC ) *,ACESSORIO/MIUDEZA,QUIMICOS,SOLVENTE,"Soda caustica em pó, 300 gramas, marca Bradoc. Produto químico utilizado em diversas aplicações industriais e domésticas.","Peso: 300 gramas, Forma: Pó, Marca: Bradoc",Não encontrado,Não encontrado,
11177,DILUENTE EPOXI 1L  -  AFETINTAS,ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Diluente epóxi de 1 litro da marca Afetintas, utilizado para misturar com resinas epóxi.","Volume: 1L, Marca: Afetintas, Tipo: Diluente epóxi",Não encontrado,Não encontrado,
12081,"DUPLA FUNÇÃO BRANCO 0,9 LT 701101",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Produto de dupla função na cor branca, com capacidade de 0,9 litros.","Capacidade: 0,9 litros; Cor: Branco",Não encontrado,Não encontrado,
12083,"DUPLA FUNÇÃO BRANCO 3,6 LT 701101",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Produto de dupla função na cor branca, com capacidade de 3,6 litros. Código do produto: 701101.","Capacidade: 3,6 litros, Cor: Branco, Código: 701101",Não encontrado,Não encontrado,
12077,"DUPLA FUNÇÃO CINZA 0,9 LT 1096",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Produto de limpeza com dupla função, na cor cinza, com capacidade de 0,9 litros.","Capacidade: 0,9 litros; Cor: Cinza; Função: Dupla",Não encontrado,Não encontrado,
12079,"DUPLA FUNÇÃO CINZA 3,6 LT 1096",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Produto de dupla função na cor cinza com capacidade de 3,6 litros.","Capacidade: 3,6 litros; Cor: Cinza",Não encontrado,Não encontrado,
12073,"DUPLA FUNÇÃO CINZA ESCURO 0,9 LT 1908",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Parece ser um produto de pintura ou tinta, na cor cinza escuro, com volume de 0,9 litros.","Volume: 0,9 litros; Cor: Cinza Escuro",Não encontrado,Não encontrado,
12075,"DUPLA FUNÇÃO CINZA ESCURO 3,6 LT 1908",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Parece ser uma tinta ou produto de pintura na cor cinza escuro, com volume de 3,6 litros.","Volume: 3,6 litros, Cor: Cinza Escuro",Não encontrado,Não encontrado,
12069,"DUPLA FUNÇÃO PRETO 0,9 LT 1990",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Produto de dupla função na cor preta, com capacidade de 0,9 litros.","Capacidade: 0,9 litros; Cor: Preto",Não encontrado,Não encontrado,
12071,"DUPLA FUNÇÃO PRETO 3,6 LT  1990",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Produto de dupla função na cor preta com capacidade de 3,6 litros, modelo 1990.","Capacidade: 3,6 litros, Cor: Preto, Modelo: 1990",Não encontrado,Não encontrado,
11171,"ESMALTE EPOXI AMARELO SEGURANÇA  2,7L  - AFETINTAS",ACESSORIO/MIUDEZA,QUIMICOS,TINTA,"Esmalte epóxi amarelo de segurança, com volume de 2,7 litros, da marca Afetintas.","Volume: 2,7L, Cor: Amarelo de Segurança, Tipo: Esmalte Epóxi",Não encontrado,Não encontrado,
